"party","lemma","n","log_odds_weighted"
"Civic Democrats (ODS)","jméno",4,1.64961786549559
"Civic Democrats (ODS)","jmenovat",1,3.26100469038933
"Civic Democrats (ODS)","Jurečka",1,2.31442802716865
"Civic Democrats (ODS)","kabinet",1,2.32088683622501
"Civic Democrats (ODS)","kadeřnice",1,1.84972293529157
"Civic Democrats (ODS)","kadeřnictví",2,2.68570868203164
"Civic Democrats (ODS)","kadeřník",2,3.09281557013994
"Civic Democrats (ODS)","Kadrnka",1,2.11084294272869
"Civic Democrats (ODS)","kalamita",1,2.11084294272869
"Civic Democrats (ODS)","kalendář",1,2.00492952641703
"Civic Democrats (ODS)","kam",2,3.2100792393775
"Civic Democrats (ODS)","kamarád",3,2.57263274145481
"Civic Democrats (ODS)","kamión",1,1.75324420158532
"Civic Democrats (ODS)","kampaň",8,1.23464952235822
"Civic Democrats (ODS)","kanál",3,2.54082111034765
"Civic Democrats (ODS)","kandidát",3,2.11818322963585
"Civic Democrats (ODS)","kandidátka",1,1.94771772666365
"Civic Democrats (ODS)","kapitál",2,2.68570868203164
"Civic Democrats (ODS)","kapr",1,2.11084294272869
"Civic Democrats (ODS)","karanténa",3,1.43002986075041
"Civic Democrats (ODS)","Karel",1,1.80977486332856
"Civic Democrats (ODS)","kariéra",1,2.04560556081995
"Civic Democrats (ODS)","karta",2,2.96058677034395
"Civic Democrats (ODS)","kasa",1,1.20271531311811
"Civic Democrats (ODS)","katalog",1,2.11084294272869
"Civic Democrats (ODS)","katastr",1,2.16319855749559
"Civic Democrats (ODS)","katastrofa",10,2.52832638328522
"Civic Democrats (ODS)","Katowice",1,2.11084294272869
"Civic Democrats (ODS)","kauza",3,1.78721715417614
"Civic Democrats (ODS)","káva",3,3.65612858938183
"Civic Democrats (ODS)","kavárna",3,3.65612858938183
"Civic Democrats (ODS)","KazdyZvlastPrestoSpolu",2,2.73062686685408
"Civic Democrats (ODS)","kázeň",1,2.00492952641703
"Civic Democrats (ODS)","každej",1,2.00492952641703
"Civic Democrats (ODS)","každodenní",2,1.57126652430828
"Civic Democrats (ODS)","každoročně",1,2.232539789088
"Civic Democrats (ODS)","Kč",2,1.66853922486737
"Civic Democrats (ODS)","kde",10,-0.747442203960107
"Civic Democrats (ODS)","kdejaký",1,2.11084294272869
"Civic Democrats (ODS)","KDU",4,2.45367361367436
"Civic Democrats (ODS)","kdy",8,-1.06416157471962
"Civic Democrats (ODS)","kdykoliv",1,1.60906717876061
"Civic Democrats (ODS)","KHS",1,2.47299212738646
"Civic Democrats (ODS)","kilometr",1,2.57349072635503
"Civic Democrats (ODS)","klacky",1,1.73563898573216
"Civic Democrats (ODS)","klamání",2,2.98519960502579
"Civic Democrats (ODS)","klesnout",3,3.03681183306013
"Civic Democrats (ODS)","klíč",3,2.42885904376298
"Civic Democrats (ODS)","klíčový",5,0.816781031768689
"Civic Democrats (ODS)","klimatický",1,2.80465755841563
"Civic Democrats (ODS)","klub",4,2.01202093132505
"Civic Democrats (ODS)","km`kilometr",1,1.75324420158532
"Civic Democrats (ODS)","kniha",1,0.994200185876615
"Civic Democrats (ODS)","knihkupec",1,2.00492952641703
"Civic Democrats (ODS)","knihovna",2,2.08741344205322
"Civic Democrats (ODS)","knížka",1,2.00492952641703
"Civic Democrats (ODS)","koalice",30,2.21046329268163
"Civic Democrats (ODS)","koaliční",1,0.350914722907744
"Civic Democrats (ODS)","kolej",1,1.84972293529157
"Civic Democrats (ODS)","koleno",1,1.9482961412786
"Civic Democrats (ODS)","kolonie",1,4.53671142486425
"Civic Democrats (ODS)","komando",1,2.11084294272869
"Civic Democrats (ODS)","komentář",2,1.84247013368913
"Civic Democrats (ODS)","komerční",1,1.73563898573216
"Civic Democrats (ODS)","komise",4,0.675413902610569
"Civic Democrats (ODS)","kompenzace",4,0.730480307105721
"Civic Democrats (ODS)","kompenzovat",1,0.866597912332619
"Civic Democrats (ODS)","kompetence",2,1.12303077944234
"Civic Democrats (ODS)","kompetentně",1,2.11084294272869
"Civic Democrats (ODS)","kompetentní",3,2.67167400232927
"Civic Democrats (ODS)","kompletní",1,1.50401611207167
"Civic Democrats (ODS)","komplexní",2,2.08741344205322
"Civic Democrats (ODS)","komplikace",2,2.47950410253918
"Civic Democrats (ODS)","komplikovat",1,2.00492952641703
"Civic Democrats (ODS)","kompromisně",2,3.05927126042442
"Civic Democrats (ODS)","komunální",1,1.2940739646101
"Civic Democrats (ODS)","komunikace",1,1.09263620957348
"Civic Democrats (ODS)","komunikační",1,2.14047582131798
"Civic Democrats (ODS)","komunikovat",2,1.63942245667549
"Civic Democrats (ODS)","komunista",3,2.97363412675381
"Civic Democrats (ODS)","komunistický",3,3.31787560194164
"Civic Democrats (ODS)","komunizmus",1,2.11084294272869
"Civic Democrats (ODS)","konat",1,1.71208341626109
"Civic Democrats (ODS)","koncern",1,2.61856629824849
"Civic Democrats (ODS)","koncertní",1,1.20271531311811
"Civic Democrats (ODS)","končit",3,2.11818322963585
"Civic Democrats (ODS)","kondice",1,2.14047582131798
"Civic Democrats (ODS)","konec",13,0.0783767157852266
"Civic Democrats (ODS)","koneckonců",1,0.365133909608522
"Civic Democrats (ODS)","konečna",1,2.16319855749559
"Civic Democrats (ODS)","konečně",4,0.677075067202788
"Civic Democrats (ODS)","konečný",2,2.59335593970934
"Civic Democrats (ODS)","konflikt",1,4.70279678866125
"Civic Democrats (ODS)","konkrétní",14,1.77593177560896
"Civic Democrats (ODS)","konkurence",1,3.21980513405962
"Civic Democrats (ODS)","konkurenceschopnost",1,2.04560556081995
"Civic Democrats (ODS)","konkurenceschopný",1,2.00492952641703
"Civic Democrats (ODS)","konkurovat",1,2.11084294272869
"Civic Democrats (ODS)","konstruktivní",1,1.90071377757024
"Civic Democrats (ODS)","kontakt",1,0.336470500557518
"Civic Democrats (ODS)","kontext",2,2.5468297029112
"Civic Democrats (ODS)","kontrakt",1,2.16319855749559
"Civic Democrats (ODS)","kontrola",1,-0.76026738808942
"Civic Democrats (ODS)","kontrolní",2,5.47299392111504
"Civic Democrats (ODS)","konzultovat",1,2.00492952641703
"Civic Democrats (ODS)","koordinovat",1,2.00492952641703
"Civic Democrats (ODS)","kormidlo",2,2.47950410253918
"Civic Democrats (ODS)","koronakriga",1,1.20271531311811
"Civic Democrats (ODS)","koronavir",6,-0.0149267458403471
"Civic Democrats (ODS)","koronavirový",4,2.29153755141837
"Civic Democrats (ODS)","Koronavirus",1,2.11084294272869
"Civic Democrats (ODS)","koruna",9,1.02140311267563
"Civic Democrats (ODS)","korupce",1,2.66923642445704
"Civic Democrats (ODS)","kořen",1,2.61856629824849
"Civic Democrats (ODS)","kořist",1,2.11084294272869
"Civic Democrats (ODS)","kosmetik",1,2.16319855749559
"Civic Democrats (ODS)","kosmetika",1,2.16319855749559
"Civic Democrats (ODS)","koupit",1,3.75950157825707
"Civic Democrats (ODS)","kouzelný",1,2.11084294272869
"Civic Democrats (ODS)","kouzlo",1,2.00492952641703
"Civic Democrats (ODS)","kraj",5,-0.899548065870155
"Civic Democrats (ODS)","krajina",12,3.07866166330116
"Civic Democrats (ODS)","krajinný",1,2.11084294272869
"Civic Democrats (ODS)","krajský",1,0.338666778097696
"Civic Democrats (ODS)","králík",1,1.9482961412786
"Civic Democrats (ODS)","krátkodobě",1,2.11084294272869
"Civic Democrats (ODS)","krátký",1,1.47178149316296
"Civic Democrats (ODS)","kritérium",2,2.37367908898704
"Civic Democrats (ODS)","kriticky",1,2.11084294272869
"Civic Democrats (ODS)","kritický",3,2.15335335923748
"Civic Democrats (ODS)","kritik",1,2.61856629824849
"Civic Democrats (ODS)","kritika",1,2.87783275822602
"Civic Democrats (ODS)","kritizovaný",1,2.11084294272869
"Civic Democrats (ODS)","kritizovat",1,1.76155249110933
"Civic Democrats (ODS)","krize",14,1.4124629424257
"Civic Democrats (ODS)","krizový",2,1.56046255785701
"Civic Democrats (ODS)","krok",15,1.5874181538018
"Civic Democrats (ODS)","krycí",1,2.00492952641703
"Civic Democrats (ODS)","křesťanský",2,3.86055416990648
"Civic Democrats (ODS)","KSČM",2,3.55512642527418
"Civic Democrats (ODS)","Kubera",1,2.11084294272869
"Civic Democrats (ODS)","kultura",6,-0.156146311340852
"Civic Democrats (ODS)","kulturně",1,1.56180075297069
"Civic Democrats (ODS)","kulturní",2,1.2503960998299
"Civic Democrats (ODS)","Kupka",1,2.61856629824849
"Civic Democrats (ODS)","kupovat",1,3.46984800694935
"Civic Democrats (ODS)","kupředu",1,2.00492952641703
"Civic Democrats (ODS)","kupující",1,2.11084294272869
"Civic Democrats (ODS)","kůrovcový",1,2.11084294272869
"Civic Democrats (ODS)","kůrovec",1,2.00492952641703
"Civic Democrats (ODS)","kuře",1,2.11084294272869
"Civic Democrats (ODS)","kus",2,1.11789045239487
"Civic Democrats (ODS)","kvalita",13,1.76089126546716
"Civic Democrats (ODS)","kvalitní",10,1.54423370724909
"Civic Democrats (ODS)","kvantita",1,2.11084294272869
"Civic Democrats (ODS)","kvantitou“",1,1.75324420158532
"Civic Democrats (ODS)","kvóta",1,4.02865268129093
"Civic Democrats (ODS)","kybernetický",1,2.11084294272869
"Civic Democrats (ODS)","Labe",3,2.93505294560364
"Civic Democrats (ODS)","Ladit",1,2.00492952641703
"Civic Democrats (ODS)","láska",2,2.53418739666541
"Civic Democrats (ODS)","látka",3,1.96951764885362
"Civic Democrats (ODS)","lavice",1,1.6202585959167
"Civic Democrats (ODS)","lázně",2,2.47950410253918
"Civic Democrats (ODS)","led",1,1.75324420158532
"Civic Democrats (ODS)","leden",1,0.342954883197618
"Civic Democrats (ODS)","legálně",1,3.80150415764994
"Civic Democrats (ODS)","legislativa",5,1.79469162724438
"Civic Democrats (ODS)","legislativní",3,2.36408880523594
"Civic Democrats (ODS)","lehkomyslný",1,2.11084294272869
"Civic Democrats (ODS)","lehký",2,2.37367908898704
"Civic Democrats (ODS)","lékárna",3,4.02177142844628
"Civic Democrats (ODS)","lékař",3,0.582920062824805
"Civic Democrats (ODS)","lékový",2,3.60152583384666
"Civic Democrats (ODS)","les",2,1.62023895649422
"Civic Democrats (ODS)","letět",1,2.11084294272869
"Civic Democrats (ODS)","letODS",6,5.17063439029109
"Civic Democrats (ODS)","letos",1,0.336470500557518
"Civic Democrats (ODS)","letošní",2,1.57523497075687
"Civic Democrats (ODS)","levicový",2,2.61596067927807
"Civic Democrats (ODS)","lež",2,3.69172253212071
"Civic Democrats (ODS)","lhaný",1,2.00492952641703
"Civic Democrats (ODS)","lhát",4,2.72504186333359
"Civic Democrats (ODS)","líbit",4,2.61919315035089
"Civic Democrats (ODS)","libost",1,2.11084294272869
"Civic Democrats (ODS)","libovolně",1,2.8911120847938
"Civic Democrats (ODS)","lide",1,2.11084294272869
"Civic Democrats (ODS)","lidovecký",1,3.14224272023373
"Civic Democrats (ODS)","lidový",1,1.75324420158532
"Civic Democrats (ODS)","lidsky",1,2.11084294272869
"Civic Democrats (ODS)","lidský",6,-0.156146311340852
"Civic Democrats (ODS)","lidství",1,2.11084294272869
"Civic Democrats (ODS)","liga",1,3.90085945545494
"Civic Democrats (ODS)","lichotit",1,2.11084294272869
"Civic Democrats (ODS)","likvidace",1,2.46663653521217
"Civic Democrats (ODS)","likvidační",1,2.8911120847938
"Civic Democrats (ODS)","line",1,1.9482961412786
"Civic Democrats (ODS)","linie",1,2.04560556081995
"Civic Democrats (ODS)","linka",1,1.9482961412786
"Civic Democrats (ODS)","listopad",3,1.95533018535596
"Civic Democrats (ODS)","listopadový",2,2.98519960502579
"Civic Democrats (ODS)","lišit",1,2.00487704016522
"Civic Democrats (ODS)","lítat“",1,2.11084294272869
"Civic Democrats (ODS)","lockdown",4,5.4604163578407
"Civic Democrats (ODS)","loď",1,2.72963200219826
"Civic Democrats (ODS)","lodi“",1,2.11084294272869
"Civic Democrats (ODS)","logika",1,1.95337077710874
"Civic Democrats (ODS)","lokalita",1,2.32088683622501
"Civic Democrats (ODS)","Lukáš",1,0.866597912332619
"Civic Democrats (ODS)","Lukašenko",1,2.11084294272869
"Civic Democrats (ODS)","lůžko",3,2.90728382295499
"Civic Democrats (ODS)","lze",2,1.88050001147089
"Civic Democrats (ODS)","m²",1,2.32088683622501
"Civic Democrats (ODS)","mainstreamový",1,2.00492952641703
"Civic Democrats (ODS)","majetek",1,3.00050974372871
"Civic Democrats (ODS)","majitel",3,3.03920076927257
"Civic Democrats (ODS)","Makat",4,4.22175753363149
"Civic Democrats (ODS)","Malešovice",1,2.11084294272869
"Civic Democrats (ODS)","málo",14,1.66674634374561
"Civic Democrats (ODS)","malý",21,1.83374224432909
"Civic Democrats (ODS)","manažerský",2,3.60152583384666
"Civic Democrats (ODS)","manžel",1,2.16319855749559
"Civic Democrats (ODS)","mapa",1,1.50401611207167
"Civic Democrats (ODS)","Marián",2,2.43929665421068
"Civic Democrats (ODS)","Markéta",5,1.74770114815869
"Civic Democrats (ODS)","Maroko",1,1.84972293529157
"Civic Democrats (ODS)","Martin",3,4.02177142844628
"Civic Democrats (ODS)","Masaryk",2,1.60217142677371
"Civic Democrats (ODS)","Masarykův",1,2.16319855749559
"Civic Democrats (ODS)","masér",1,1.84972293529157
"Civic Democrats (ODS)","masívní",1,1.73563898573216
"Civic Democrats (ODS)","materiál",1,2.05593326051274
"Civic Democrats (ODS)","materiální",1,2.00492952641703
"Civic Democrats (ODS)","mateřský",1,1.73563898573216
"Civic Democrats (ODS)","maturita",1,3.10323366464155
"Civic Democrats (ODS)","mávnutí",1,2.11084294272869
"Civic Democrats (ODS)","maximální",3,2.11818322963585
"Civic Democrats (ODS)","maximum",3,2.10071734329016
"Civic Democrats (ODS)","medicína",1,2.00492952641703
"Civic Democrats (ODS)","medicínský",1,3.59476567332293
"Civic Democrats (ODS)","médium",7,2.21667432638479
"Civic Democrats (ODS)","medonosný",1,2.11084294272869
"Civic Democrats (ODS)","megalomanský",2,2.98519960502579
"Civic Democrats (ODS)","meliorace",1,2.00492952641703
"Civic Democrats (ODS)","měřit",1,1.73563898573216
"Civic Democrats (ODS)","měsíc",9,1.03765216645576
"Civic Democrats (ODS)","měsíčně",2,2.34974556371895
"Civic Democrats (ODS)","město",5,0.810338866634791
"Civic Democrats (ODS)","městský",6,3.46984800694935
"Civic Democrats (ODS)","metodický",1,2.232539789088
"Civic Democrats (ODS)","metodika",1,1.75324420158532
"Civic Democrats (ODS)","metr",2,3.91395682997176
"Civic Democrats (ODS)","mez",1,1.44910829867671
"Civic Democrats (ODS)","mezinárodní",1,2.79239718087733
"Civic Democrats (ODS)","mezitím",1,1.84972293529157
"Civic Democrats (ODS)","MHD",1,2.14047582131798
"Civic Democrats (ODS)","migrace",1,8.97528573119967
"Civic Democrats (ODS)","míchat",1,2.11084294272869
"Civic Democrats (ODS)","mikina",1,2.11084294272869
"Civic Democrats (ODS)","Mikulov",1,2.11084294272869
"Civic Democrats (ODS)","miliarda",3,4.06528330294823
"Civic Democrats (ODS)","milión",6,2.45587836355702
"Civic Democrats (ODS)","Miloš",17,5.75589714072716
"Civic Democrats (ODS)","milovat",2,2.68570868203164
"Civic Democrats (ODS)","mimo",1,2.11084294272869
"Civic Democrats (ODS)","mimořádný",4,1.80981210524355
"Civic Democrats (ODS)","mimoškolní",1,2.11084294272869
"Civic Democrats (ODS)","mínění",1,1.56180075297069
"Civic Democrats (ODS)","minimalizoval",1,2.11084294272869
"Civic Democrats (ODS)","minimálně",3,3.26170329282922
"Civic Democrats (ODS)","minimální",3,0.582840911286557
"Civic Democrats (ODS)","ministerstvo",1,-1.01327514611735
"Civic Democrats (ODS)","ministr",13,-1.24726480374167
"Civic Democrats (ODS)","ministryně",1,0.350914722907744
"Civic Democrats (ODS)","minulost",2,2.36789841588363
"Civic Democrats (ODS)","minulý",2,0.523840544370373
"Civic Democrats (ODS)","míra",2,2.19985457454031
"Civic Democrats (ODS)","Miroslav",3,2.18868729858049
"Civic Democrats (ODS)","Miroslava",1,2.11084294272869
"Civic Democrats (ODS)","mise",1,3.48693640613255
"Civic Democrats (ODS)","místo",8,-0.918338166327603
"Civic Democrats (ODS)","místopředseda",1,1.17454687187852
"Civic Democrats (ODS)","místopředsedkyně",1,2.20029469568578
"Civic Democrats (ODS)","mistr",1,2.61856629824849
"Civic Democrats (ODS)","mistrovství",1,2.16319855749559
"Civic Democrats (ODS)","mít",182,-0.81300985613255
"Civic Democrats (ODS)","mix",1,2.00492952641703
"Civic Democrats (ODS)","mj",1,3.40901936161304
"Civic Democrats (ODS)","mládí",1,2.00492952641703
"Civic Democrats (ODS)","mladý",3,0.583998607401727
"Civic Democrats (ODS)","mlčení",2,3.05927126042442
"Civic Democrats (ODS)","mlčet",1,2.24673566506905
"Civic Democrats (ODS)","mlčící",1,2.11084294272869
"Civic Democrats (ODS)","mluvit",7,0.0053504763577205
"Civic Democrats (ODS)","mlžení",3,3.65612858938183
"Civic Democrats (ODS)","Mlžení",1,2.11084294272869
"Civic Democrats (ODS)","mnohdy",1,1.78581447834466
"Civic Democrats (ODS)","mnohem",14,4.27464877227006
"Civic Democrats (ODS)","mnohokrát",2,2.16767230382341
"Civic Democrats (ODS)","mnohý",2,0.48291528262457
"Civic Democrats (ODS)","množství",5,0.810338866634791
"Civic Democrats (ODS)","mobilní",1,1.84972293529157
"Civic Democrats (ODS)","moc",9,-0.513338845743266
"Civic Democrats (ODS)","moci",66,-0.844116977671154
"Civic Democrats (ODS)","mocnost",3,2.87385268796935
"Civic Democrats (ODS)","model",3,2.03244861820751
"Civic Democrats (ODS)","moderní",4,1.59232925096176
"Civic Democrats (ODS)","modernizovat",1,1.84972293529157
"Civic Democrats (ODS)","mokřad",2,2.73062686685408
"Civic Democrats (ODS)","moment",1,2.65262426298078
"Civic Democrats (ODS)","montovný",1,1.84972293529157
"Civic Democrats (ODS)","morálka",2,2.73062686685408
"Civic Democrats (ODS)","morální",1,1.47178149316296
"Civic Democrats (ODS)","Morava",3,3.91926105810869
"Civic Democrats (ODS)","Moskva",7,4.50443728641742
"Civic Democrats (ODS)","Mosta",1,2.11084294272869
"Civic Democrats (ODS)","motivace",2,1.91598270188432
"Civic Democrats (ODS)","motivovat",3,1.36056199351058
"Civic Democrats (ODS)","možná",7,2.06879054875595
"Civic Democrats (ODS)","možnost",15,1.41738237389829
"Civic Democrats (ODS)","možný",15,-0.190004238478927
"Civic Democrats (ODS)","mrtvý",4,2.43589635396031
"Civic Democrats (ODS)","mufloni",1,2.11084294272869
"Civic Democrats (ODS)","můj",1,2.11084294272869
"Civic Democrats (ODS)","multifunkční",1,2.11084294272869
"Civic Democrats (ODS)","muset",98,0.696360137583244
"Civic Democrats (ODS)","muzeum",3,3.20395475088011
"Civic Democrats (ODS)","muž",2,3.2874157875902
"Civic Democrats (ODS)","mužstvo",1,2.11084294272869
"Civic Democrats (ODS)","myslet",2,1.11340106267988
"Civic Democrats (ODS)","myslit",5,0.760567813741669
"Civic Democrats (ODS)","myslivec",1,2.16319855749559
"Civic Democrats (ODS)","mýtus",1,1.75324420158532
"Civic Democrats (ODS)","mzda",22,1.87340629684677
"Civic Democrats (ODS)","nabídka",1,1.95337077710874
"Civic Democrats (ODS)","nabídnout",1,0.971423269506891
"Civic Democrats (ODS)","nabízet",5,1.7483923166121
"Civic Democrats (ODS)","nacizmus",1,2.16319855749559
"Civic Democrats (ODS)","nadále",5,0.753642475615059
"Civic Democrats (ODS)","nádech",2,2.98519960502579
"Civic Democrats (ODS)","nadechnout",3,2.80659605136689
"Civic Democrats (ODS)","naděje",8,1.44882397039925
"Civic Democrats (ODS)","nadchnout",1,2.11084294272869
"Civic Democrats (ODS)","nádrž",1,1.75324420158532
"Civic Democrats (ODS)","nahlas",2,2.83542941416406
"Civic Democrats (ODS)","náhlý",1,2.00492952641703
"Civic Democrats (ODS)","náhoda",1,1.56180075297069
"Civic Democrats (ODS)","nahradit",2,2.65032620611651
"Civic Democrats (ODS)","nahrávka",1,2.00492952641703
"Civic Democrats (ODS)","nacházet",1,2.42416902892176
"Civic Democrats (ODS)","naivita",1,2.16319855749559
"Civic Democrats (ODS)","naivní",1,3.0190972789898
"Civic Democrats (ODS)","nájemné",1,2.14047582131798
"Civic Democrats (ODS)","najít",10,1.3409004117197
"Civic Democrats (ODS)","nákaza",1,1.9698164397938
"Civic Democrats (ODS)","nakažený",2,1.74372560890436
"Civic Democrats (ODS)","náklad",4,0.680744112427127
"Civic Democrats (ODS)","nakládat",1,1.6202585959167
"Civic Democrats (ODS)","nákladní",2,2.98519960502579
"Civic Democrats (ODS)","nakonec",1,1.2136882876081
"Civic Democrats (ODS)","nakoupit",2,2.61203537031764
"Civic Democrats (ODS)","nákup",8,1.06232175804902
"Civic Democrats (ODS)","nakupování",1,2.11084294272869
"Civic Democrats (ODS)","nakupovat",3,1.3755080777859
"Civic Democrats (ODS)","nálada",3,3.6547447269831
"Civic Democrats (ODS)","naleznout",6,1.95821262068727
"Civic Democrats (ODS)","náležet",1,1.2940739646101
"Civic Democrats (ODS)","náměstek",1,1.44310784830332
"Civic Democrats (ODS)","náměstí",3,2.93505294560364
"Civic Democrats (ODS)","namotivovat",1,1.75324420158532
"Civic Democrats (ODS)","naopak",4,2.07881224788312
"Civic Democrats (ODS)","napadení",1,2.32088683622501
"Civic Democrats (ODS)","napadnout",1,3.08740610106193
"Civic Democrats (ODS)","naplnit",2,1.55991520541872
"Civic Democrats (ODS)","naplno",1,1.84972293529157
"Civic Democrats (ODS)","naplňovat",2,2.01406670819429
"Civic Democrats (ODS)","napomoci",1,2.14047582131798
"Civic Democrats (ODS)","nápor",1,2.61856629824849
"Civic Democrats (ODS)","naprosto",10,2.60784524635781
"Civic Democrats (ODS)","naprostý",2,2.65032620611651
"Civic Democrats (ODS)","napříč",1,0.925068935811119
"Civic Democrats (ODS)","například",25,-0.354285704000761
"Civic Democrats (ODS)","napřímo",1,2.11084294272869
"Civic Democrats (ODS)","Napsát",1,4.55359966540704
"Civic Democrats (ODS)","náročnost",1,1.67836806977064
"Civic Democrats (ODS)","národ",5,3.59987015898448
"Civic Democrats (ODS)","narodit",1,2.57349072635503
"Civic Democrats (ODS)","národní",3,2.14767047220689
"Civic Democrats (ODS)","nárok",1,0.349204151762751
"Civic Democrats (ODS)","narovnat",1,1.50401611207167
"Civic Democrats (ODS)","narušení",1,2.32088683622501
"Civic Democrats (ODS)","nářek",1,2.11084294272869
"Civic Democrats (ODS)","nařízení",3,2.34677456250441
"Civic Democrats (ODS)","nasazení",2,1.8302195827225
"Civic Democrats (ODS)","násilí",1,2.58134624157029
"Civic Democrats (ODS)","násilný",1,2.72963200219826
"Civic Democrats (ODS)","následný",1,2.10461159948369
"Civic Democrats (ODS)","následující",1,0.338757405792856
"Civic Democrats (ODS)","naslouchat",1,1.67836806977064
"Civic Democrats (ODS)","nastartovat",1,1.56180075297069
"Civic Democrats (ODS)","nastat",1,2.65262426298078
"Civic Democrats (ODS)","nastavit",3,1.39524626885293
"Civic Democrats (ODS)","Nastavit",1,2.11084294272869
"Civic Democrats (ODS)","nastoupit",1,1.50401611207167
"Civic Democrats (ODS)","nástroj",5,0.853424357887802
"Civic Democrats (ODS)","nástupní",1,2.11084294272869
"Civic Democrats (ODS)","naštěstí",1,1.2329319427522
"Civic Democrats (ODS)","Natěstí",1,2.11084294272869
"Civic Democrats (ODS)","NATO",16,4.72544721610489
"Civic Democrats (ODS)","natočit",1,1.44910829867671
"Civic Democrats (ODS)","navenek",1,1.84972293529157
"Civic Democrats (ODS)","navíc",14,1.33480949497243
"Civic Democrats (ODS)","návrat",7,0.985673944363359
"Civic Democrats (ODS)","návrh",13,1.2442825398656
"Civic Democrats (ODS)","navrhnout",2,0.494636276067171
"Civic Democrats (ODS)","navrhovat",9,1.04180094357368
"Civic Democrats (ODS)","návse",2,2.98519960502579
"Civic Democrats (ODS)","návštěva",2,2.53418739666541
"Civic Democrats (ODS)","návštěvník",1,2.16319855749559
"Civic Democrats (ODS)","navýšení",3,0.725893994199266
"Civic Democrats (ODS)","navýšet",1,2.11084294272869
"Civic Democrats (ODS)","navzájem",1,2.04560556081995
"Civic Democrats (ODS)","navzdory",1,1.73563898573216
"Civic Democrats (ODS)","názor",3,0.603357895451151
"Civic Democrats (ODS)","nazvat",1,1.41402634725613
"Civic Democrats (ODS)","nazývat",1,2.16319855749559
"Civic Democrats (ODS)","nebezpečí",1,5.09456373699407
"Civic Democrats (ODS)","Nebrát",1,2.16319855749559
"Civic Democrats (ODS)","neděle",1,0.343670227311041
"Civic Democrats (ODS)","nedělní",1,2.11084294272869
"Civic Democrats (ODS)","Neděsit",1,2.11084294272869
"Civic Democrats (ODS)","nedivme",1,2.11084294272869
"Civic Democrats (ODS)","nedostatek",4,1.6935986798855
"Civic Democrats (ODS)","nedostatkový",1,2.16319855749559
"Civic Democrats (ODS)","nedostižný",1,1.84972293529157
"Civic Democrats (ODS)","nedůvěra",21,3.75259387704647
"Civic Democrats (ODS)","negativně",1,1.73563898573216
"Civic Democrats (ODS)","negativní",2,2.21906228259809
"Civic Democrats (ODS)","nechat",12,-0.323237392675576
"Civic Democrats (ODS)","neinvazivně",1,2.11084294272869
"Civic Democrats (ODS)","nějak",1,2.57349072635503
"Civic Democrats (ODS)","nejenom",4,2.78626543227386
"Civic Democrats (ODS)","nejezdit",1,2.16319855749559
"Civic Democrats (ODS)","nejistota",1,1.6202585959167
"Civic Democrats (ODS)","někam",1,1.9482961412786
"Civic Democrats (ODS)","někdy",2,1.11789045239487
"Civic Democrats (ODS)","Němcová",4,4.22175753363149
"Civic Democrats (ODS)","Německo",2,-0.975262843860577
"Civic Democrats (ODS)","nemoc",5,6.00249717492686
"Civic Democrats (ODS)","nemocenský",1,1.67836806977064
"Civic Democrats (ODS)","nemocnice",4,-0.560675667943997
"Civic Democrats (ODS)","nemocný",2,3.7754662707945
"Civic Democrats (ODS)","nemovitost",2,6.04722374662776
"Civic Democrats (ODS)","nenávist",1,5.79968897090009
"Civic Democrats (ODS)","neověřený",2,2.73062686685408
"Civic Democrats (ODS)","neprodleně",1,2.11084294272869
"Civic Democrats (ODS)","nepřátelství",1,2.75777987365149
"Civic Democrats (ODS)","nepřetržitě",1,1.75324420158532
"Civic Democrats (ODS)","nepřítel",1,4.0924726936434
"Civic Democrats (ODS)","nepsaný",1,2.11084294272869
"Civic Democrats (ODS)","nerovnost",3,2.85558798498013
"Civic Democrats (ODS)","nesmysl",1,0.866597912332619
"Civic Democrats (ODS)","nesmyslný",3,3.19927409922443
"Civic Democrats (ODS)","nést",4,0.700575955635266
"Civic Democrats (ODS)","nesvoboda",1,2.11084294272869
"Civic Democrats (ODS)","neustálý",1,2.11084294272869
"Civic Democrats (ODS)","nezadlužený",1,2.11084294272869
"Civic Democrats (ODS)","nezákonně",1,2.32088683622501
"Civic Democrats (ODS)","nezbytně",3,2.7390545879339
"Civic Democrats (ODS)","Nezvládání",1,2.11084294272869
"Civic Democrats (ODS)","ničení",1,1.84972293529157
"Civic Democrats (ODS)","nijak",1,1.66128400081088
"Civic Democrats (ODS)","nikdy",10,1.31632472525609
"Civic Democrats (ODS)","nikoliv",2,0.503437194781673
"Civic Democrats (ODS)","niv",1,2.00492952641703
"Civic Democrats (ODS)","nízký",8,2.42019485453888
"Civic Democrats (ODS)","Nobelův",1,2.11084294272869
"Civic Democrats (ODS)","noha",1,0.84375160302131
"Civic Democrats (ODS)","nomální",1,2.11084294272869
"Civic Democrats (ODS)","norma",1,1.52789698930559
"Civic Democrats (ODS)","normál",1,1.26348457551207
"Civic Democrats (ODS)","normálně",1,2.61856629824849
"Civic Democrats (ODS)","normální",10,2.47315025656441
"Civic Democrats (ODS)","nosit",1,1.87994095568822
"Civic Democrats (ODS)","nositel",2,2.73062686685408
